user_id,monthly_income,monthly_expenses,monthly_savings,emergency_fund_savings,debt,savings_rate,debt_to_income,emergency_fund_months,savings_score,debt_score,emergency_fund_score,financial_health_score
19,260884,155053,105831,336587.85138910305,9268,40.56630533110501,3.5525367596326336,2.1707922541911673,81.13261066221003,96.44746324036737,36.17987090318612,72.24124450795006
20,126807,73342,53465,164834.39047593504,139643,42.162498915675,110.12246957975506,2.247476077499046,84.32499783135,0.0,37.457934624984105,44.96737952003523
21,294444,138524,155920,888988.2764957807,114752,52.95404219478067,38.97243618480933,6.417575846032317,100.0,61.02756381519067,100.0,88.3082691445572
22,88984,79502,9482,491160.02918898285,198635,10.655848242380653,223.2255236896521,6.177958154373259,21.311696484761306,0.0,100.0,38.524678593904525
23,173767,69986,103781,456567.0682547202,39504,59.72422842081638,22.733890784786524,6.523691427638673,100.0,77.26610921521348,100.0,93.17983276456404
24,204231,156135,48096,963378.364638481,38660,23.54980389852667,18.929545465673673,6.170162773487566,47.09960779705334,81.07045453432633,100.0,73.16097947911923
25,174633,101153,73480,93764.02382516356,22662,42.07681251538942,12.97692875916923,0.9269524762010376,84.15362503077884,87.02307124083077,15.449207936683958,64.40313376556595
26,48392,34438,13954,91163.72943900428,89135,28.835344685071913,184.193668374938,2.647184198821194,57.670689370143826,0.0,44.1197366470199,36.3041967421635
27,167478,93032,74446,242019.63851833864,194407,44.45121150240629,116.07912681068558,2.6014665762139764,88.90242300481258,0.0,43.35777627023294,48.56830208299492
28,50965,42994,7971,162419.26793930278,113252,15.640145197684685,222.215245756892,3.7777194012955944,31.28029039536937,0.0,62.96199002159324,31.400713164625717
29,179182,135573,43609,825135.291169109,98806,24.337824111796944,55.14281568461118,6.0862803889351795,48.67564822359389,44.85718431538882,100.0,62.927414584054205
30,177982,93980,84002,30399.589958574223,131278,47.196907552449126,73.75914418311964,0.3234687163074508,94.39381510489825,26.240855816880355,5.391145271790846,47.247126368560664
31,258126,117562,140564,413194.2226587493,50015,54.455575959027755,19.376196121274106,3.514692014926161,100.0,80.6238038787259,58.57820024876935,81.76060123824857
32,288550,184004,104546,829159.66676754,87939,36.23150233928262,30.47617397331485,4.506204575811069,72.46300467856524,69.52382602668516,75.10340959685115,72.37337255848699
33,189213,88866,100347,429697.23861522006,198286,53.03388244993737,104.79512507068753,4.835339034222538,100.0,0.0,80.58898390370896,64.17669517111268
34,289002,144943,144059,1093280.2006190836,75450,49.847059881938534,26.10708576411236,7.542828564463848,99.69411976387707,73.89291423588764,100.0,92.04552217631712
35,133426,64125,69301,476934.89565174,64044,51.93965194190038,47.99964025002623,7.437581218740585,100.0,52.00035974997377,100.0,85.60010792499213
36,213629,153108,60521,1067420.7043396886,95259,28.329955202711243,44.59085611035955,6.971684721501742,56.65991040542249,55.40914388964045,100.0,69.28670732906113
37,283307,139751,143556,997888.1007837832,152906,50.67153300130247,53.97183973569308,7.140471987919823,100.0,46.02816026430692,100.0,83.80844807929208
38,58047,46653,11394,334442.77932264586,44262,19.628921391286372,76.2520026874774,7.168730399387947,39.257842782572745,23.7479973125226,100.0,52.82753630678588
39,165117,75132,89985,137001.7970568093,192445,54.4977197986882,116.55068829981165,1.8234813003355335,100.0,0.0,30.391355005592224,49.117406501677664
40,177848,143880,33968,990735.3305513816,189125,19.099455714992576,106.34080788088704,6.8858446660507475,38.19891142998515,0.0,100.0,45.27956457199406
41,61959,41329,20630,160300.30309036333,13545,33.29621201116868,21.861230813925335,3.8786397708718656,66.59242402233735,78.13876918607467,64.64399618119776,69.47179921911668
42,167659,87528,80131,117841.42671449811,61087,47.79403431966074,36.43526443555073,1.3463283373834443,95.58806863932148,63.56473556444927,22.438805623057405,64.0362898119806
43,266911,181246,85665,585549.5252766854,51005,32.09496798558321,19.10936604336277,3.230689368464327,64.18993597116642,80.89063395663723,53.84482280773878,66.09661141777937
44,217648,114691,102957,226515.7001841761,65318,47.30436300815997,30.010843196353747,1.9750085027088098,94.60872601631993,69.98915680364625,32.91680837848016,68.7152799611659
45,281025,212492,68533,251738.3033572628,93264,24.386798327550927,33.18708299973312,1.1846954396271991,48.773596655101855,66.81291700026688,19.744923993786653,45.47679096025681
46,286458,201890,84568,811886.9439973987,112181,29.521954352819613,39.161412842371305,4.021432185830892,59.043908705639225,60.838587157628695,67.0238697638482,61.97630055869875
47,171926,92723,79203,673737.1019558882,177789,46.068075800053506,103.41018810418436,7.26612708773323,92.13615160010701,0.0,100.0,66.85446064004282
48,291009,193656,97353,693727.172148533,157381,33.45360452769502,54.08114525667591,3.582265316584733,66.90720905539004,45.91885474332409,59.70442194307889,58.449866628076904
49,258527,180024,78503,116444.31375776583,109751,30.36549373953204,42.45243243452328,0.646826610661722,60.73098747906408,57.54756756547672,10.780443511028698,44.79079831457726
50,158906,82802,76104,532012.624862145,106308,47.89246472757479,66.89992825947415,6.425118051039166,95.78492945514958,33.10007174052585,100.0,78.24399330421758
51,223155,198989,24166,634893.4158207934,110078,10.829244247272076,49.328045528892474,3.1905955395564245,21.65848849454415,50.671954471107526,53.176592325940405,39.81795943693204
52,120623,96398,24225,116230.95842543576,86202,20.083234540676322,71.46398282251312,1.2057403517234357,40.166469081352645,28.536017177486883,20.09567252872393,30.6560945444043
53,280965,210135,70830,1442969.8195962482,133883,25.209545672948586,47.65113092378054,6.866870438509759,50.41909134589717,52.34886907621946,100.0,65.8722972612247
54,96250,49099,47151,279333.8471453939,142483,48.98805194805195,148.03428571428572,5.6891962595041425,97.9761038961039,0.0,94.81993765840238,67.63642285596228
55,173983,77959,96024,586578.0254107603,71295,55.19159917923015,40.97814154256451,7.524186115916832,100.0,59.02185845743549,100.0,87.70655753723065
56,259686,225502,34184,248089.98357447816,8155,13.163589873924664,3.1403310151490644,1.100167553167946,26.32717974784933,96.85966898485094,18.336125886132436,45.08961036043475
57,244728,111776,132952,826868.4310136371,85981,54.32643587983394,35.13329083717433,7.397548946228502,100.0,64.86670916282567,100.0,89.4600127488477
58,231785,122607,109178,647349.3114569007,96601,47.10313437021378,41.67698513708825,5.279872368273432,94.20626874042756,58.32301486291175,87.9978728045572,81.57877379641171
59,261807,177400,84407,751680.1008028444,133121,32.24016164579251,50.84699797942759,4.237204626848052,64.48032329158502,49.15300202057241,70.62007711413419,61.72405305704599
60,202688,90510,112178,649655.9860188449,117796,55.345161035680455,58.116908746447734,7.177726063626615,100.0,41.883091253552266,100.0,82.56492737606568
61,69855,50054,19801,135758.3772892133,117858,28.345859279937013,168.71805883616062,2.712238328389605,56.691718559874026,0.0,45.203972139826746,36.23787906589764
62,213714,163059,50655,1170255.2150208582,6295,23.702237569836324,2.9455253282424176,7.176882079620617,47.40447513967265,97.05447467175759,100.0,78.07813245739634
63,160885,127089,33796,652761.2790248182,143946,21.00630885415048,89.47136153152874,5.136253169234302,42.01261770830096,10.528638468471257,85.60421948723837,45.64490447003327
64,156336,75168,81168,540340.1699456279,192339,51.91894381332515,123.02924470371508,7.188433508216634,100.0,0.0,100.0,70.0
65,294205,119034,175171,96628.50906812212,133272,59.54045648442413,45.299026189221806,0.8117723429282568,100.0,54.700973810778194,13.529539048804281,60.469153857874744
66,283548,153671,129877,375404.5582638663,77505,45.804237730472444,27.33399636040459,2.4429108827551476,91.60847546094489,72.6660036395954,40.715181379252456,70.65774569003231
67,42869,26759,16110,212885.4979360236,94179,37.57960297650983,219.6902190393991,7.9556597008865655,75.15920595301967,0.0,100.0,60.06368238120787
68,130272,53286,76986,210540.964058116,135059,59.09635224760501,103.67461925816752,3.9511497214674773,100.0,0.0,65.85249535779128,59.75574860733738
69,98871,71663,27208,486863.1781299542,86416,27.518685964539653,87.40277735635323,6.7937872839534235,55.037371929079306,12.597222643646774,100.0,55.79411556472576
70,110271,75442,34829,56536.09467589562,171890,31.584913531209473,155.87960569868778,0.7493981426247398,63.169827062418946,0.0,12.489969043745663,29.01492153809128
71,216597,115359,101238,225171.2101645416,47333,46.74025956038172,21.85302658854924,1.9519171470326686,93.48051912076345,78.14697341145076,32.53195245054448,70.59588540690395
72,174508,112273,62235,813843.4335482017,30746,35.66312146148027,17.61867650766727,7.248790301748432,71.32624292296055,82.38132349233273,100.0,83.24489421688403
73,89377,51395,37982,265240.698332487,170862,42.49639168913703,191.16998780446872,5.160826896244519,84.99278337827405,0.0,86.01378160407532,59.80124783253221
74,147455,122694,24761,225938.81041303507,45714,16.792241700857886,31.0020006103557,1.8414821459324422,33.58448340171577,68.99799938964429,30.691369098874038,43.340603907241814
75,227907,93933,133974,485049.193371584,187563,58.784504205662834,82.29804262264871,5.163778367257343,100.0,17.70195737735129,86.0629727876224,71.1294790494921
76,164123,104213,59910,233070.57519732483,43525,36.503110472024034,26.519744338087897,2.2364827343740687,73.00622094404807,73.48025566191211,37.27471223956781,62.42897874806321
77,218274,168913,49361,1287889.799170856,3420,22.61423715147017,1.5668380109403777,7.624574776191625,45.22847430294034,98.43316198905963,100.0,77.62133831789403
78,136752,92496,44256,423478.1138274069,197307,32.36223236223236,144.28088803088804,4.5783397533667065,64.72446472446472,0.0,76.30566255611177,48.781484656619426
79,225312,98613,126699,241165.6013037349,6102,56.232690668939064,2.7082445675330207,2.445576154297455,100.0,97.29175543246699,40.75960257162425,81.41540740122737
80,221408,123647,97761,167658.1571959622,165656,44.15423110276052,74.81933805463217,1.3559419734887397,88.30846220552104,25.18066194536783,22.599032891478995,49.657293333262466
81,203817,176928,26889,985177.278928877,182957,13.192716996128881,89.76532870172753,5.568238373399784,26.385433992257763,10.234671298272474,92.8039728899964,41.46576685338377
82,76631,38657,37974,207555.1594389386,18070,49.55435789693466,23.580535292505644,5.369148134592405,99.10871579386932,76.41946470749436,89.48580224320675,89.41506640275806
83,75777,39940,35837,94351.24881161933,176089,47.29271414809243,232.3778983068741,2.3623247073515103,94.58542829618486,0.0,39.37207845585851,49.64579485523149
84,237392,195690,41702,213883.42679912492,105510,17.56672507919391,44.4454741524567,1.0929706515362303,35.13345015838782,55.5545258475433,18.21617752560384,36.18459107529927
85,94748,51946,42802,174447.49095166623,182065,45.174568328619074,192.15709038713217,3.358246851570212,90.34913665723815,0.0,55.970780859503535,52.93088892074632
86,69592,49115,20477,32059.98536286244,110627,29.42435912173813,158.96511093229105,0.6527534432019229,58.84871824347626,0.0,10.879224053365382,26.803254513400123
87,110316,54842,55474,31124.334160880266,70031,50.2864498350194,63.48217846912506,0.5675273359994214,100.0,36.51782153087494,9.45878893332369,53.79298313925958
88,247501,209139,38362,565503.7528701868,144475,15.499735354604628,58.373501521205974,2.7039612548122864,30.999470709209255,41.626498478794026,45.06602091353811,38.407544101383344
89,72097,32226,39871,149085.2465899416,118834,55.30188496053927,164.82516609567665,4.626241127969392,100.0,0.0,77.10401879948986,63.131205639846954
90,133848,63915,69933,502034.8830109408,22677,52.248072440380135,16.942352519275598,7.854727106484249,100.0,83.0576474807244,100.0,94.91729424421732
91,95609,79374,16235,158907.61191668955,70313,16.980618979384786,73.54223974730412,2.0020108841269124,33.96123795876957,26.457760252695877,33.36684806878188,31.53187767995115
92,167813,92571,75242,397746.0589441728,113632,44.836812404283336,67.71346677551799,4.296659417573244,89.67362480856667,32.286533224482014,71.61099029288741,67.03870697863749
93,251207,197196,54011,340472.3467061399,114692,21.500595126728157,45.65637104061591,1.7265682199747454,43.001190253456315,54.34362895938409,28.776136999579087,42.13640588907148
94,258214,114304,143910,47259.41965165227,187251,55.7328417514155,72.51775658949553,0.4134537693488616,100.0,27.482243410504466,6.890896155814359,50.31194186989564
95,203165,136185,66980,694467.129084266,73523,32.968277016218344,36.188812049319516,5.099439211985652,65.93655403243669,63.811187950680484,84.9906535330942,71.01517405810708
96,276175,245222,30953,1012865.6320889256,83613,11.207748710057029,30.275368878428534,4.130402786409562,22.415497420114058,69.72463112157146,68.84004644015937,50.53560223656487
97,262866,209660,53206,454261.51839685184,28251,20.240731018846102,10.747300906165117,2.1666580100965938,40.481462037692204,89.25269909383488,36.110966834943234,53.80168459371032
98,143481,63020,80461,12780.830800337058,8308,56.0778082115402,5.790313700071787,0.20280594732366009,100.0,94.20968629992821,3.3800991220610013,69.27693562659677
99,45949,37585,8364,209265.5242882531,74740,18.202790049837862,162.65859975189883,5.567793648749584,36.405580099675724,0.0,92.79656081249307,42.40120028361821
100,156352,76088,80264,95223.85362206076,177247,51.335448219402366,113.3640759312321,1.2514963413686884,100.0,0.0,20.858272356144806,46.25748170684344
101,178877,79946,98931,116955.24003792634,187628,55.30671914220386,104.89218848706095,1.4629279768584587,100.0,0.0,24.382132947640976,47.31463988429229
102,154548,111140,43408,459404.976403109,29375,28.087066801252686,19.007039884048968,4.133570059412533,56.17413360250537,80.99296011595104,68.89283432354222,67.43539177285012
103,180734,111664,69070,652152.8819564712,67215,38.21638429957839,37.19001405380283,5.840314532494548,76.43276859915677,62.80998594619717,97.3385755415758,78.6176758859946
104,109042,84935,24107,9780.087654146517,192461,22.107995084462868,176.5017149355294,0.11514790903804693,44.215990168925735,0.0,1.9191318173007823,18.26213561276053
105,49435,20911,28524,6813.439882335876,78781,57.70001011429149,159.36279963588552,0.3258304185517611,100.0,0.0,5.430506975862684,41.62915209275881
106,231475,112882,118593,15497.435975773042,166319,51.23361054109515,71.85181985095582,0.1372888146540019,100.0,28.14818014904418,2.288146910900031,49.130898117983264
107,161172,102623,58549,142195.9639662039,59101,36.327029508847694,36.669520760429855,1.3856149592801215,72.65405901769539,63.330479239570145,23.09358265466869,54.98884217534981
108,273828,164092,109736,808448.5943166744,98116,40.074791474940476,35.83125173466556,4.926800784417732,80.14958294988095,64.16874826533444,82.1133464069622,75.94446158164138
109,137379,58063,79316,174009.0579444544,23289,57.73517058647973,16.952372633371912,2.9969009170117697,100.0,83.04762736662809,49.94834861686283,79.89879279504727
110,150226,97882,52344,670679.5090815629,9540,34.84350245629918,6.350432015762918,6.851918729506578,69.68700491259835,93.64956798423708,100.0,85.96967236031047
111,56364,27137,29227,15320.192785643718,104182,51.85402029664324,184.83783975587252,0.5645499792034387,100.0,0.0,9.409166320057311,42.82274989601719
112,202049,83497,118552,391284.0296767229,191962,58.67487589644096,95.00764665996863,4.686204650187706,100.0,4.9923533400313715,78.10341083646178,64.92872925294795
113,237459,163309,74150,507133.1398308871,166267,31.226443301791047,70.01924542763172,3.1053594096521753,62.452886603582094,29.980754572368284,51.755990160869594,49.502178061404194
114,131680,82843,48837,361604.2534184,103691,37.087636695018226,78.74468408262454,4.3649343145274795,74.17527339003645,21.255315917375455,72.74890524212466,57.871375703864615
115,277378,224735,52643,1171291.44162768,82986,18.978794280728824,29.918018011522186,5.211878174862305,37.95758856145765,70.08198198847782,86.86463624770508,62.26702089543792
116,260715,139998,120717,240336.3806474637,3373,46.302284103331225,1.2937498801373146,1.716712957666993,92.60456820666245,98.70625011986269,28.61188262778322,75.23726710695875
117,183233,76862,106371,380161.84046383295,27350,58.05231590379463,14.926350602784433,4.946031074703143,100.0,85.07364939721556,82.43385124505238,90.25225019268038
118,133008,96811,36197,298485.05817837856,146377,27.214152532178517,110.05127511127151,3.0831729677245208,54.42830506435703,0.0,51.386216128742014,37.187186864365415
119,115353,65787,49566,137202.48743244287,20358,42.968973498738656,17.648435671373957,2.085556225887225,85.93794699747731,82.35156432862604,34.75927043145375,69.50842922701486
120,43267,32296,10971,89999.03181936369,11338,25.356507268819193,26.204728777128068,2.786692835625579,50.71301453763839,73.79527122287193,46.44488059375965,56.35725136004483
121,171484,71953,99531,240579.7665602483,44425,58.04098341536237,25.90620699307224,3.34356825372463,100.0,74.09379300692777,55.72613756207717,78.94597917070148
122,78756,61060,17696,394122.6334372732,114352,22.469399156889633,145.1978261973691,6.454677914138114,44.938798313779266,0.0,100.0,47.97551932551171
123,123042,74601,48441,222023.3697458193,196582,39.36948359096894,159.76820922936884,2.976144686342265,78.73896718193788,0.0,49.602411439037745,46.37631030448647
124,205983,117493,88490,874859.763657117,61476,42.95985591043921,29.84518139846492,7.446058604828518,85.91971182087842,70.15481860153508,100.0,85.4143303088119
125,84811,52116,32695,313059.17255217343,112856,38.550423883694336,133.06764452724295,6.006968542331979,77.10084776738867,0.0,100.0,60.84033910695547
126,108450,48971,59479,353591.34714404045,14397,54.844628861226376,13.275242047026278,7.220423253436533,100.0,86.72475795297372,100.0,96.01742738589212
127,212627,172914,39713,442728.4537008576,66234,18.677308149952733,31.15032427678517,2.560396808244894,37.354616299905466,68.84967572321483,42.6732801374149,48.398733278151106
128,79954,47540,32414,4121.7756109870725,155538,40.54081096630562,194.53435725542187,0.08670121184238688,81.08162193261124,0.0,1.4450201973731147,32.866154832256434
129,208011,120116,87895,919416.7609427954,51934,42.25497690026008,24.966948863281267,7.654407081011651,84.50995380052017,75.03305113671874,100.0,86.3138968612237
130,235967,151316,84651,596821.3634511875,139407,35.87408408802926,59.0790237617972,3.9442052621744397,71.74816817605851,40.9209762382028,65.73675436957399,60.696586452756435
131,126900,56578,70322,272679.2216450681,142202,55.41528762805359,112.05831363278172,4.819527407208952,100.0,0.0,80.32545678681586,64.09763703604476
132,127508,98970,28538,626740.6236603778,27192,22.381340778617812,21.32572073909088,6.332632349806788,44.762681557235624,78.67427926090912,100.0,71.50735640116699
133,41062,18297,22765,72371.26652114507,11174,55.44055330962934,27.212507914860456,3.9553624376206518,100.0,72.78749208513955,65.92270729367753,81.61305981364512
134,128461,86680,41781,306174.9108723546,38102,32.52426806579429,29.66036384583648,3.5322440109870166,65.04853613158858,70.33963615416351,58.87073351645028,64.78252535381957
135,114460,65866,48594,61685.8888321655,179208,42.4550061156736,156.5682334439979,0.9365361314208469,84.9100122313472,0.0,15.608935523680781,38.64668554964312
136,194697,159355,35342,1105118.900278473,175333,18.152308458784674,90.0542894857137,6.934949642486731,36.30461691756935,9.945710514286304,100.0,47.50555992131363
137,41542,25467,16075,45346.82901025147,193928,38.6957777670791,466.82393722016275,1.7806113405682442,77.3915555341582,0.0,29.676855676137404,39.8596789165045
138,133105,112599,20506,132060.45054160303,88092,15.405882573907817,66.18233725254498,1.172838573536204,30.811765147815635,33.81766274745502,19.547309558936732,28.33419775104378
139,297188,153531,143657,713987.216097961,173420,48.33876199577372,58.35363473626122,4.6504433378142584,96.67752399154745,41.64636526373878,77.50738896357097,74.41713586481191
140,197504,165938,31566,314200.54135373427,171334,15.982461114711603,86.74963545042125,1.89348154945663,31.964922229423205,13.250364549578748,31.558025824277163,26.228486003926058
141,208152,144862,63290,405866.5252280065,19870,30.405665090895116,9.545908758983819,2.801745973602508,60.81133018179023,90.45409124101619,46.695766226708464,65.46948931303349
142,205650,162170,43480,724451.337437244,118874,21.14271821055191,57.80403598346705,4.46723399788644,42.28543642110382,42.19596401653295,74.45389996477401,51.90913376283362
143,65289,55703,9586,49552.26685519639,44482,14.682412044908025,68.13092557704972,0.8895798584492107,29.36482408981605,31.869074422950277,14.826330974153512,25.754551255057557
144,126188,51191,74997,191929.65539457052,123961,59.432751133229786,98.23517291660063,3.7492851359530097,100.0,1.7648270833993678,62.488085599216824,59.27587380478486
145,70355,32321,38034,30388.52657666245,173416,54.06012365858859,246.48710112998367,0.9402099742168389,100.0,0.0,15.670166236947317,44.701049871084194
146,82918,64097,18821,299137.50189146114,61629,22.698328469089944,74.32523698111387,4.666950120777277,45.39665693817989,25.674763018886125,77.78250201295461,49.195842284824174
147,106040,62291,43749,142378.3325326671,33591,41.25707280271595,31.677668804224822,2.285696690254886,82.5141456054319,68.32233119577518,38.09494483758143,64.93084105217974
148,253920,129955,123965,1001404.6809040372,36395,48.82049464398236,14.33325456836799,7.7057803155248905,97.64098928796471,85.66674543163201,100.0,94.75641934467549
149,282348,249860,32488,86271.48479976758,128148,11.506368028107158,45.38654426452463,0.3452792956046089,23.012736056214315,54.61345573547537,5.754654926743482,27.31552762115138
150,60559,40202,20357,319353.3658687049,21732,33.61515216565663,35.885665219042586,7.9437183689544035,67.23030433131326,64.11433478095742,100.0,76.12642216681253
151,299747,202906,96841,1573418.4023386312,114065,32.30757939195389,38.05375866981154,7.754420284952792,64.61515878390777,61.94624133018846,100.0,74.42993591261964
152,111726,79850,31876,444444.2625233735,52638,28.530512145785224,47.11347403469202,5.565989511876937,57.06102429157045,52.88652596530798,92.76649186461562,66.52031506560526
153,223808,159749,64059,746749.0161232267,150159,28.622301258221334,67.09277595081498,4.674514495384802,57.24460251644267,32.90722404918502,77.90857492308004,56.14258069825658
154,212502,89829,122673,201909.13886304368,142047,57.7279272665669,66.84501792924303,2.247705516737843,100.0,33.15498207075697,37.46175861229739,61.18502220491631
155,51023,43121,7902,157186.99869498183,66203,15.487133253630716,129.7512886345374,3.6452540222857035,30.974266507261433,0.0,60.75423370476173,30.615976714333094
156,159156,85735,73421,129028.5410313334,61529,46.13146849631808,38.65955414813139,1.5049692777900905,92.26293699263616,61.34044585186861,25.082821296501507,62.83215494156549
157,142023,81901,60122,382416.1537335862,158427,42.332579934236,111.55024186223359,4.669248894806977,84.665159868472,0.0,77.82081491344961,57.212308421423685
158,274340,243393,30947,1920294.333848992,178677,11.280527812203834,65.1297659838157,7.889685955836823,22.56105562440767,34.8702340161843,100.0,49.48549245461836
159,161790,108083,53707,267637.38680860127,57043,33.19550033994684,35.25743247419494,2.4762209302906215,66.39100067989368,64.74256752580506,41.27034883817702,58.3602751811521
160,296460,220081,76379,286311.1890237041,165421,25.763678067867502,55.79875868582608,1.30093551475913,51.527356135735005,44.20124131417392,21.682258579318834,40.375992422341824
161,162402,131751,30651,1001096.7070089944,49407,18.873536040196548,30.42265489341264,7.598399306335393,37.747072080393096,69.57734510658736,100.0,65.97203236413344
162,241412,170607,70805,570841.517539469,58141,29.32952794392988,24.083724089937533,3.345944290324951,58.65905588785976,75.91627591006247,55.765738172082514,62.9682265797874
163,194865,131688,63177,173653.55344487503,1015,32.420906781618044,0.5208734251917995,1.3186740890960074,64.84181356323609,99.4791265748082,21.977901484933458,62.37383384321693
164,295776,233308,62468,896593.4644806038,112816,21.120036784593747,38.142378015795735,3.8429606549308373,42.240073569187494,61.857621984204265,64.04934424884729,54.668119297590465
165,168778,117649,51129,358491.4271342644,20309,30.29364016637239,12.032966381874415,3.047126853048172,60.58728033274478,87.96703361812558,50.785447550802864,65.86065648377645
166,46970,38565,8405,258641.17197748023,18017,17.894400681285926,38.35852671918246,6.706629637689103,35.78880136257185,61.64147328081754,100.0,62.807962529274
167,115880,70386,45494,153952.24131931752,172015,39.259578874697965,148.44235415947531,2.18725657544565,78.51915774939593,0.0,36.454276257427495,42.34394597698662
168,218998,182285,36713,1185437.2835942097,98142,16.764080037260616,44.81410789139627,6.503208073040621,33.52816007452123,55.18589210860373,100.0,59.967031662389616
169,180932,162534,18398,722212.2947073396,23524,10.16846107930051,13.001569650476421,4.44345364482102,20.33692215860102,86.99843034952357,74.05756074701699,56.45156619240258
170,240244,209584,30660,1424579.9898218769,144528,12.762025274304456,60.15883851417725,6.797179125419292,25.524050548608912,39.84116148582275,100.0,52.161968665190386
171,284820,178089,106731,184014.96867931672,45106,37.47314093111439,15.836668773260303,1.0332753212119599,74.94628186222879,84.1633312267397,17.221255353532662,60.39388871897323
172,93932,66042,27890,120800.22528847748,37744,29.691691862198187,40.182259506877315,1.8291424440277018,59.383383724396374,59.817740493122685,30.4857074004617,50.844387857833865
173,216615,153593,63022,440090.2908065445,138311,29.094014726588647,63.851072178750314,2.8653017442627235,58.18802945317729,36.148927821249686,47.75502907104539,48.44639884895944
174,164454,121003,43451,503670.3418596936,174197,26.421370109574717,105.92445303853965,4.162461607230346,52.842740219149434,0.0,69.37436012050577,41.949404123811505
175,89922,59355,30567,404649.8636112556,115765,33.99279375458731,128.73935188274282,6.817452002548321,67.98558750917462,0.0,100.0,57.194235003669846
176,113963,77548,36415,543861.8686315947,173880,31.953353281328152,152.57583601695288,7.01322882126676,63.906706562656304,0.0,100.0,55.56268262506252
177,259536,121205,138331,27908.834260466003,44238,53.299349608532154,17.0450342149066,0.23026141050671178,100.0,82.9549657850934,3.837690175111863,66.03779678806157
178,41252,29295,11957,165008.13445173405,53682,28.98526132066324,130.13187239406574,5.6326381447937885,57.97052264132648,0.0,93.87730241322981,51.351399780499534
179,99494,46581,52913,5420.040571804865,6949,53.18210143325226,6.984340764267192,0.11635732534305543,100.0,93.01565923573281,1.9392887557175904,68.48648439743512
180,278897,193821,85076,608201.0645222018,154458,30.504451464160603,55.38173590967275,3.1379523607978586,61.008902928321206,44.61826409032725,52.29920601329764,53.47880220241595
181,296434,252585,43849,703712.8571046425,53413,14.792162842319032,18.018513395899255,2.7860437361864028,29.584325684638063,81.98148660410075,46.43406226977338,50.35839493601747
182,227872,180435,47437,572401.575425107,70390,20.81738870945092,30.890148855497824,3.1723422585701613,41.63477741890184,69.10985114450217,52.87237097616936,53.24857760376219
183,223401,185686,37715,1410501.4921959434,170883,16.882198378700185,76.49160030617588,7.596164989261136,33.76439675740037,23.508399693824117,100.0,50.55827861110738
