user_id,monthly_income,monthly_expenses,monthly_savings,debt,savings_rate,debt_to_income,emergency_fund_months,savings_score,debt_score,emergency_fund_score,financial_health_score
37,164375,113940,50435,136330,30.6828897338403,82.9384030418251,0.442645251886958,61.3657794676806,17.061596958174903,7.377420864782634,31.878017133959503
38,258610,142948,115662,164231,44.72448861219597,63.50527821816635,0.8091194000615608,89.44897722439194,36.49472178183365,13.485323334359348,50.77360442461468
39,53986,34260,19726,38660,36.5391027303375,71.61115844848665,0.5757734967892586,73.078205460675,28.38884155151335,9.596224946487643,40.626802133670296
40,174633,96707,77926,64505,44.62272308212079,36.93746313697869,0.805794823539144,89.24544616424159,63.06253686302131,13.4299137256524,58.64591364229874
41,144488,110046,34442,22662,23.837273683627703,15.684347489064836,0.3129782091125529,47.67454736725541,84.31565251093517,5.216303485209215,45.92940574574548
42,48392,32423,15969,113569,32.99925607538436,234.685485204166,0.4925207414489714,65.99851215076872,0.0,8.208679024149523,28.862008567552344
43,92256,60501,31755,127478,34.420525494276795,138.17854665279222,0.5248673575643378,68.84105098855359,0.0,8.747789292738963,30.160757183243128
44,75222,41925,33297,123684,44.26497567201085,164.4253011087182,0.7942039355992845,88.5299513440217,0.0,13.236732259988074,39.3830002156051
45,267426,117935,149491,24538,55.89994989268059,9.175622415172796,1.267571119684572,100.0,90.8243775848272,21.1261853280762,73.58516887387103
46,148066,129818,18248,113252,12.324233787635244,76.48751232558453,0.1405660232017131,24.648467575270487,23.512487674415468,2.342767053361886,17.615963448441402
47,179182,150981,28201,158338,15.738746079405296,88.36713509169448,0.1867850921639146,31.477492158810595,11.63286490830552,3.1130848693985778,17.014781796835468
48,224064,172573,51491,98806,22.980487717794915,44.09722222222222,0.2983722830338465,45.96097543558983,55.90277777777778,4.972871383897442,36.64708492273849
49,177982,71398,106584,122409,59.88470744232563,68.7760560056635,1.492814924787809,100.0,31.22394399433649,24.880248746463486,56.83125782224
50,63419,43235,20184,50015,31.826424257714564,78.8643781831943,0.4668439921360009,63.65284851542913,21.135621816805696,7.780733202266682,34.13604591189337
51,288550,237516,51034,107059,17.686362848726393,37.10240859469763,0.2148655248488523,35.372725697452786,62.89759140530237,3.581092080814205,34.092695324816084
52,225340,200823,24517,87939,10.880003550190825,39.02502884530043,0.122082629977642,21.76000710038165,60.97497115469957,2.034710499627367,27.60690733645074
53,189213,156041,33172,105878,17.531564955896265,55.95704312071581,0.2125851539018591,35.06312991179253,44.04295687928419,3.5430858983643185,28.301064798011563
54,242982,153236,89746,198286,36.9352462322312,81.60522178597591,0.585671774256702,73.87049246446239,18.39477821402409,9.7611962376117,37.99498932127569
55,289002,178223,110779,75450,38.3315686396634,26.10708576411236,0.6215752175645118,76.66313727932679,73.89291423588764,10.35958695940853,55.94100527031957
56,133426,75669,57757,43585,43.28766507277442,32.666047097267395,0.7632848326263066,86.57533014554885,67.3339529027326,12.721413877105112,58.64674209217085
57,149225,123734,25491,173629,17.082258334729435,116.35382811191155,0.206014515008001,34.16451666945887,0.0,3.4335752501333507,14.695879242823557
58,220152,197616,22536,2693,10.236563828627494,1.2232457574766524,0.1140393490405635,20.473127657254988,98.77675424252335,1.9006558173427253,38.39247408086181
59,266075,201689,64386,25939,24.19844028939209,9.748755050267782,0.3192340682932634,48.39688057878418,90.2512449497322,5.320567804887723,48.030296057899655
60,219997,130939,89058,152906,40.48146111083333,69.50367505011432,0.6801487715653854,80.96292222166666,30.496324949885675,11.33581285942309,44.93481023145929
61,58047,49323,8724,75766,15.02920047547677,130.52526401019864,0.1768748859558421,30.05840095095354,0.0,2.947914765930702,12.907734810160628
62,186779,96687,90092,44262,48.234544568714895,23.697524882347587,0.9317902096455574,96.4690891374298,76.30247511765242,15.529836827425957,66.13732923849544
63,165117,89822,75295,161152,45.60099808014923,97.59867245650057,0.8382690209525506,91.20199616029846,2.4013275434994483,13.971150349209177,41.39254183193198
64,168376,134192,34184,192445,20.30218083337293,114.29479260702236,0.2547394777632049,40.60436166674585,0.0,4.245657962720082,17.515442055514367
65,177848,126155,51693,140546,29.065831496558857,79.02590976564257,0.4097578375807538,58.13166299311772,20.974090234357437,6.829297293012564,31.59368145545809
66,276902,132719,144183,136602,52.07004644242368,49.33225473272133,1.0863779865731358,100.0,50.66774526727868,18.10629977621893,60.63221351304928
67,265928,225472,40456,3748,15.213140398904969,1.4094040492163291,0.1794280442804428,30.42628079780993,98.59059595078368,2.990467404674047,42.64483132576128
68,268576,120975,147601,127659,54.95688371261765,47.53179733110926,1.2200950609630088,100.0,52.46820266889074,20.334917682716814,61.84093610548226
69,237271,129674,107597,73530,45.34772475355184,30.98988076924698,0.8297499884325308,90.69544950710367,69.01011923075302,13.829166473875512,61.12996551423004
70,133557,114509,19048,68840,14.262075368569224,51.543535718831656,0.1663450034495105,28.52415073713845,48.45646428116834,2.772416724158509,26.778324596453437
71,158451,117764,40687,51005,25.6779698455674,32.18976213466624,0.3454960768995618,51.3559396911348,67.81023786533376,5.758267948326031,42.61292762055186
72,217648,126412,91236,193075,41.919061971623904,88.7097515253988,0.7217352782963643,83.83812394324781,11.2902484746012,12.028921304939406,40.53100051116131
73,254283,154446,99837,65318,39.2621606635127,25.687128121030504,0.6464201079989123,78.5243213270254,74.3128718789695,10.773668466648536,56.93569063449557
74,281025,179582,101443,93264,36.09750022240014,33.18708299973312,0.5648840084195521,72.19500044480029,66.81291700026688,9.414733473659204,51.746295320097936
75,286458,141319,145139,112859,50.66676441223496,39.39809675414895,1.027031043242593,100.0,60.601903245851055,17.117184054043218,63.31572618996828
76,152181,61726,90455,90084,59.43908897957038,59.19530033315591,1.4654278586009135,100.0,40.804699666844094,24.423797643348564,59.5685491930578
77,209695,91270,118425,55680,56.47488018312311,26.55285056868309,1.2975238303933383,100.0,73.44714943131692,21.625397173222307,68.52176398136177
78,297426,169829,127597,125657,42.90041892773328,42.24815584380653,0.7513263341361016,85.80083785546657,57.75184415619347,12.522105568935029,55.40252005972518
79,275167,180533,94634,183734,34.39147862934146,66.77181493420359,0.5241922529399057,68.78295725868291,33.22818506579641,8.73653754899843,40.10259968791162
80,138506,68090,70416,25342,50.83967481553145,18.29668028821856,1.0341606697018653,100.0,81.70331971178143,17.236011161697753,69.68179926204375
81,208229,151154,57075,106308,27.409726791177015,51.05340754649929,0.3775950355266814,54.81945358235404,48.94659245350071,6.293250592111356,38.49973434662523
82,223155,195343,27812,196805,12.463086195693576,88.1920638121485,0.1423752066877236,24.92617239138715,11.807936187851496,2.3729201114620606,14.224725846348926
83,129045,86316,42729,110078,33.11170521910961,85.30202642489054,0.4950298901709996,66.22341043821922,14.697973575109458,8.250498169516659,33.37390569867553
84,120623,70920,49703,156256,41.20524278122746,129.5408006764879,0.7008319232938522,82.41048556245492,0.0,11.680532054897537,36.46835384145123
85,133384,95460,37924,86202,28.43219576560907,64.62694176213039,0.3972763461135554,56.86439153121814,35.373058237869614,6.621272435225924,35.34405581441592
86,280965,164049,116916,15708,41.61230046447066,5.590731941700923,0.7126895013075362,83.22460092894133,94.40926805829908,11.878158355125604,65.17606829560394
87,131906,102573,29333,133883,22.23780571012691,101.4987945961518,0.2859719419340372,44.47561142025382,0.0,4.766199032233954,19.220104277771718
88,96250,85511,10739,124249,11.157402597402598,129.08987012987012,0.125586181894727,22.3148051948052,0.0,2.0931030315787837,9.553852987395716
89,74754,60107,14647,142483,19.59360034245659,190.6025095647056,0.243682100254546,39.18720068491318,0.0,4.061368337575768,16.893290775238
90,173983,136863,37120,139752,21.335417828178617,80.32508923285609,0.2712201252347238,42.670835656357234,19.674910767143917,4.520335420578729,24.326908118859684
91,124896,68301,56595,71295,45.31370099923136,57.083493466564185,0.8286115869460183,90.62740199846272,42.916506533435815,13.810193115766973,53.26897069414592
92,259686,204563,55123,11111,21.226789276279813,4.278628805557481,0.2694671079325195,42.45357855255963,95.72137119444253,4.491118465541993,47.0451783190192
93,77504,32803,44701,8155,57.6757328654005,10.522037572254336,1.3627107276773467,100.0,89.47796242774567,22.711845461289112,73.65694236671044
94,244728,137275,107453,112561,43.907113203229706,45.99432839724102,0.7827572391185577,87.81422640645941,54.00567160275898,13.045953985309296,55.24117823900424
95,87254,56819,30435,85981,34.88092236459073,98.54104109840236,0.535648286664672,69.76184472918146,1.458958901597626,8.9274714444112,31.020666995475235
96,231785,123020,108765,147718,46.92495200293375,63.7306124209936,0.8841245325963258,93.8499040058675,36.269387579006406,14.73540887660543,52.84140053903055
97,86843,65802,21041,107512,24.228780673168824,123.80042145020325,0.3197623172547947,48.45756134633765,0.0,5.329371954246579,20.981836124809035
98,187443,152348,35095,111472,18.72302513297376,59.469812156228826,0.230360753012839,37.44605026594752,40.53018784377117,3.839345883547317,28.289280224574554
99,173121,100864,72257,103727,41.73785964729871,59.91589697379289,0.716380472715736,83.47571929459741,40.08410302620711,11.939674545262267,48.997420989279775
100,152893,82089,70804,117796,46.309510572753496,77.04473062860954,0.8625272570015471,92.619021145507,22.955269371390457,14.37545428335912,48.24682555462767
101,69855,35100,34755,174088,49.75305990981319,249.2133705532889,0.9901709401709402,99.50611981962638,0.0,16.502849002849004,44.75330262870525
102,47400,38514,8886,173714,18.746835443037973,366.48523206751054,0.2307212961520486,37.49367088607595,0.0,3.845354935867477,16.151074835190624
103,55151,40699,14452,66690,26.204420590741783,120.92255806785008,0.3550947197719846,52.40884118148357,0.0,5.918245329533076,22.73901007145335
104,44499,24094,20405,120885,45.85496303287714,271.65779006269804,0.8468913422428821,91.70992606575427,0.0,14.114855704048034,40.91842713751613
105,166071,125468,40603,12183,24.449181374231504,7.336018931661759,0.3236123951923996,48.89836274846301,92.66398106833824,5.393539919873327,48.97660139584868
106,200371,93022,107349,116336,53.57511815582095,58.06029814693743,1.1540173292339446,100.0,41.93970185306257,19.23362215389908,58.35199720208849
107,72711,34623,38088,184423,52.3827206337418,253.63837658676127,1.1000779828437743,100.0,0.0,18.33463304739624,45.50038991421887
108,232339,141289,91050,126063,39.18842725500239,54.25821751836756,0.6444238404971371,78.37685451000478,45.74178248163244,10.740397341618952,48.295395750977335
109,173629,107811,65818,133272,37.90726203571984,76.75676298314221,0.6104942909350622,75.81452407143968,23.24323701685779,10.174904848917704,40.35125218830852
110,283548,134776,148772,119121,52.46801247055173,42.01087646536036,1.1038463821451892,100.0,57.98912353463964,18.397439702419817,62.91596897111784
111,117505,49871,67634,192207,57.55840177013744,163.57346495893793,1.3561789416695074,100.0,0.0,22.602982361158457,46.78089470834754
112,90108,64686,25422,90272,28.21281129311493,100.18200381764106,0.3930062146368611,56.42562258622986,0.0,6.550103577281019,24.53528010767625
113,78467,54714,23753,91412,30.271324250959005,116.49738106465138,0.4341302043352706,60.54264850191801,0.0,7.235503405587844,26.38771042244356
114,257903,107148,150755,58871,58.45414748956003,22.826799222963672,1.4069791316683466,100.0,77.17320077703633,23.44965219447245,70.18685589145264
115,193471,123602,69869,86416,36.11342268350296,44.66612567258142,0.565274024692157,72.22684536700591,55.33387432741858,9.421233744869284,48.31727056848872
116,110271,88172,22099,107450,20.04062718212404,97.44175712562686,0.2506351222610352,40.08125436424808,2.558242874373136,4.177252037683921,18.05315021931635
117,211890,130281,81609,19830,38.51479541271414,9.358629477559113,0.6264075344831557,77.02959082542829,90.6413705224409,10.44012557471926,61.13628515931936
118,188501,82293,106208,116381,56.34346767391154,61.74025601986196,1.2906079496433476,100.0,38.25974398013804,21.510132494055792,57.93096294225815
119,250981,147725,103256,134508,41.14096286173057,53.59290145469179,0.698974445760704,82.28192572346114,46.40709854530821,11.649574096011731,50.32977208178045
120,245362,174357,71005,136967,28.93887399026745,55.822417489260765,0.4072391702082509,57.87774798053489,44.17758251073924,6.787319503470848,38.440569796476986
121,190810,107070,83740,49377,43.88658875321,25.877574550600077,0.7821051648454282,87.77317750642,74.12242544939993,13.035086080757138,61.25652446161512
122,219476,141835,77641,97888,35.37562193588365,44.600776394685525,0.5474036732823351,70.7512438717673,55.39922360531448,9.123394554705584,47.65728299671294
123,210862,89944,120918,93179,57.34461401295634,44.18956473902363,1.344369830116517,100.0,55.81043526097637,22.406163835275283,63.46497972887549
124,211836,159277,52559,45714,24.8111746823014,21.57990143318416,0.3299848691273693,49.622349364602805,78.42009856681584,5.499747818789488,45.024893661522725
125,227907,194108,33799,109616,14.830171956104902,48.09681141869272,0.1741247140766995,29.660343912209804,51.90318858130728,2.902078567944993,28.305717709659604
126,145983,114884,31099,124123,21.30316543707144,85.0256536720029,0.270699140002089,42.60633087414288,14.974346327997097,4.511652333368152,22.888331948066725
127,189661,119348,70313,82989,37.07298812091047,43.75649184597783,0.5891426752019305,74.14597624182093,56.24350815402217,9.819044586698842,49.47715631894467
128,76212,63119,13093,63208,17.17970923214192,82.93707027764657,0.2074335778450229,34.35941846428384,17.06292972235343,3.457226297417048,19.89981419164468
129,73828,48242,25586,3420,34.656227989380724,4.632388795578913,0.5303677293644542,69.31245597876145,95.36761120442108,8.839462156074235,58.98710439965318
130,136752,55001,81751,176308,59.78047853047853,128.92535392535393,1.4863547935492083,100.0,0.0,24.772579892486803,47.43177396774604
131,155294,128352,26942,185312,17.349028294718405,119.32978737105104,0.2099071303914235,34.69805658943681,0.0,3.498452173190393,14.928758287731842
132,164019,131333,32686,141564,19.92817905242685,86.30951292228339,0.2488788042609245,39.856358104853705,13.690487077716613,4.147980071015408,21.294083386561088
133,155668,68369,87299,181408,56.08024770665776,116.5351902767428,1.2768798724568151,100.0,0.0,21.281331207613587,46.38439936228408
134,158015,89847,68168,165656,43.14020820808151,104.83561687181596,0.7587120326777744,86.28041641616302,0.0,12.645200544629573,38.305726729854086
135,203817,104619,99198,197177,48.670130558294936,96.7421755790734,0.9481834083675048,97.34026111658989,3.2578244209266103,15.80305680612508,44.65436881475146
136,143746,109383,34363,36631,23.90536084482351,25.48314387878619,0.3141530219503944,47.81072168964702,74.5168561212138,5.235883699173241,43.05011062197492
137,282289,185906,96383,4014,34.143377885783714,1.4219470117503692,0.518450184501845,68.28675577156743,98.57805298824962,8.640836408364084,59.48036912761109
138,51093,38507,12586,35777,24.63351143992328,70.0232908617619,0.3268496636975095,49.26702287984656,29.976709138238107,5.447494394958493,30.334070211897604
139,96958,55321,41637,10729,42.94333628993998,11.065616039934817,0.7526436615390177,85.88667257987996,88.93438396006519,12.544061025650295,64.79820252766663
140,270785,214178,56607,130858,20.90477685248445,48.32542422955481,0.2642988542240566,41.80955370496889,51.67457577044519,4.404980903734277,33.54768848424139
141,249141,205303,43838,105510,17.595658683235598,42.34951292641516,0.2135282971997486,35.1913173664712,57.65048707358484,3.5588049533291444,32.43931455466267
142,94748,43700,51048,150262,53.87765440959176,158.5912103685566,1.168146453089245,100.0,0.0,19.46910755148741,45.84073226544622
143,220761,192594,28167,182065,12.75904711430008,82.47154162193503,0.1462506620143929,25.51809422860016,17.52845837806497,2.437511033573216,16.197028514931517
144,69592,38483,31109,139788,44.70197723876307,200.8679158523968,0.8083829223293403,89.40395447752614,0.0,13.473048705489004,39.80349640265716
145,259963,191530,68433,110627,26.324130741682477,42.55490204375238,0.3572965070746097,52.64826148336495,57.44509795624762,5.954941784576829,40.07931651559331
146,110316,46494,63822,77575,57.85380180572175,70.32071503680336,1.3726932507420313,100.0,29.67928496319664,22.87822084570052,55.767251742669146
147,46655,26835,19820,70031,42.48204908369949,150.1039545600686,0.7385876653623998,84.96409816739899,0.0,12.309794422706664,37.67857759377159
148,247501,190083,57418,87922,23.19909818546188,35.52389687314395,0.3020680439597439,46.39819637092376,64.47610312685606,5.034467399329065,39.41244970622504
149,226838,104138,122700,32097,54.09146615646409,14.149745633447658,1.1782442528183756,100.0,85.85025436655235,19.637404213639595,71.64629757405758
150,249729,220498,29231,142038,11.705088315734256,56.87685451028916,0.1325680958557447,23.410176631468516,43.12314548971084,2.209468264262412,22.963854778779385
151,164862,118865,45997,180798,27.90030449709454,109.66626633184116,0.3869684095402347,55.80060899418908,0.0,6.449473492337245,24.25508564537681
152,166141,116756,49385,22677,29.72475186738975,13.649249733659962,0.4229761211415259,59.4495037347795,86.35075026634004,7.049602019025432,51.79990717952145
153,95609,69532,26077,187733,27.27462895752492,196.3549456641111,0.3750359546683541,54.54925791504984,0.0,6.2505992444725695,23.694882939361708
154,71024,33186,37838,127813,53.27494931290831,179.95747916197342,1.1401795938046164,100.0,0.0,19.00299323007694,45.70089796902308
155,224078,184916,39162,146410,17.476949990628263,65.3388552200573,0.2117826472560514,34.95389998125653,34.6611447799427,3.5297107876008567,25.43881666276568
156,239099,188411,50688,113632,21.199586782044257,47.525083751918665,0.2690288783563592,42.399173564088514,52.474916248081335,4.483814639272654,34.0472886918416
157,251207,119990,131217,3051,52.23461129665973,1.214536219134021,1.093566130510876,100.0,98.78546378086598,18.226102175181268,75.10346978681417
158,219819,175069,44750,87235,20.357657891265085,39.68492259540804,0.2556135009624776,40.71531578253017,60.31507740459196,4.260225016041294,35.65871703920205
159,225093,156449,68644,189407,30.495839497452167,84.14610849737663,0.4387627917084801,60.99167899490433,15.85389150262337,7.312713195141335,31.346653007291145
160,227251,122993,104258,170806,45.8779059278067,75.16182547051497,0.847674257884595,91.7558118556134,24.83817452948503,14.127904298076585,48.39214839051384
161,243687,170997,72690,94476,29.829248174912895,38.76940501545015,0.4250951771083703,59.6584963498258,61.23059498454985,7.084919618472839,44.35805292083713
162,273841,126555,147286,83613,53.78522573318093,30.53341172432178,1.1638102010983369,100.0,69.46658827567822,19.39683668497228,66.65902748819515
163,262866,191818,71048,73847,27.02821970129267,28.09302077864768,0.3703927681448039,54.05643940258534,71.90697922135232,6.173212802413399,45.046633368163846
164,122750,63198,59552,28251,48.514867617107946,23.01507128309572,0.942308300895598,97.02973523421588,76.98492871690428,15.705138348259965,66.61891421323564
165,143481,83337,60144,90852,41.91774520668242,63.31988207497857,0.7216962453652039,83.83549041336484,36.68011792502143,12.028270756086732,48.14671276967839
166,72217,37194,35023,5949,48.496891313679605,8.237672570170458,0.941630370489864,96.9937826273592,91.76232742982954,15.6938395081644,71.03436313234187
167,223062,90374,132688,100235,59.48480691466946,44.93593709372282,1.4682098833735366,100.0,55.06406290627718,24.47016472289228,63.86026828875084
168,114740,96712,18028,66617,15.712044622625063,58.059090116785775,0.1864091322690048,31.42408924525013,41.94090988321423,3.106818871150081,26.083954324409344
169,265913,123261,142652,130798,53.64611733912972,49.188268343405554,1.1573165883775078,100.0,50.811731656594446,19.2886098062918,61.03010243886588
170,296801,257597,39204,5237,13.208850374493348,1.764481925599981,0.1521912134069884,26.417700748986693,98.23551807440002,2.5365202234498074,40.798691788949625
171,286319,134583,151736,176615,52.99543516148073,61.68469434442003,1.1274529472518815,100.0,38.31530565557997,18.79088245419803,57.13185643293341
172,227628,202539,25089,134415,11.021930518213928,59.050292582634825,0.1238724393820449,22.043861036427856,40.949707417365175,2.064540656367416,21.72181883669092
173,184572,127050,57522,29375,31.165073792341204,15.9151984049585,0.4527508854781582,62.33014758468241,84.0848015950415,7.545848091302637,52.42125393977621
174,180734,89257,91477,113429,50.61416224949373,62.76018900704904,1.0248719988348254,100.0,37.23981099295096,17.081199980580422,56.29630329205942
175,292764,184320,108444,69042,37.04143952125261,23.58281755953601,0.5883463541666667,74.08287904250523,76.41718244046399,9.805772569444445,55.50003811997463
176,184356,146531,37825,93468,20.517368569506825,50.69973312504068,0.2581365035385004,41.03473713901365,49.30026687495932,4.302275058975006,32.494657435785754
177,232461,102419,130042,185412,55.94142673394676,79.76047595080466,1.2697058163036157,100.0,20.23952404919534,21.16176360506026,52.42038629627668
178,215150,164892,50258,51293,23.3595166163142,23.84057634208692,0.3047934405550299,46.7190332326284,76.15942365791308,5.079890675917166,43.059407593200426
179,267053,185602,81451,191475,30.49993821451172,71.69925071053311,0.4388476417279986,60.999876429023445,28.300749289466893,7.31412736213331,35.08441356708944
180,200196,175513,24683,43919,12.329417171172253,21.938000759255928,0.1406334573507375,24.658834342344505,78.06199924074407,2.343890955845626,33.98530079591471
181,279833,233105,46728,94758,16.698530909506744,33.862339323810986,0.2004590206130284,33.39706181901349,66.13766067618901,3.340983676883808,34.202418033527245
182,262819,161700,101119,59101,38.47476780598054,22.487339195415856,0.6253494124922696,76.94953561196108,77.51266080458414,10.422490208204492,57.160359548621024
183,273828,136177,137651,104185,50.269147055816056,38.047606526724806,1.010824147983874,100.0,61.9523934732752,16.847069133064565,63.63983878190193
184,63049,39288,23761,98116,37.686561246015,155.61864581515962,0.6047902667481164,75.37312249203,0.0,10.079837779135277,33.17320033055259
185,137379,123336,14043,126131,10.222086345074574,91.81243130318316,0.1138597003308036,20.44417269014915,8.18756869681684,1.897661672180061,11.203238186758728
186,211230,149909,61321,23289,29.03044075178715,11.025422525209487,0.4090548265948008,58.0608815035743,88.97457747479051,6.817580443246681,51.96199997684087
187,150226,69913,80313,191232,53.46145141320411,127.2962070480476,1.1487563114156163,100.0,0.0,19.145938523593607,45.74378155707808
188,81975,42330,39645,16364,48.3623055809698,19.96218359255871,0.93656980864635,96.7246111619396,80.03781640744128,15.609496810772502,67.38403843023998
189,175683,97936,77747,51991,44.2541395581815,29.593643095803237,0.7938551707237379,88.508279116363,70.40635690419677,13.230919512062297,60.49449457142292
190,228751,195682,33069,162049,14.456330245550838,70.84078320969088,0.1689935712022567,28.91266049110168,29.15921679030912,2.816559520037612,21.15779708954469
191,134704,102996,31708,91007,23.539018885853427,67.56072573939898,0.3078566157909045,47.07803777170685,32.439274260601024,5.130943596515075,30.102280465817568
192,259295,164608,94687,197459,36.51709442912513,76.15225901000791,0.5752272064541213,73.03418885825026,23.84774098999209,9.587120107568689,39.24413387256834
193,189143,134932,54211,11938,28.66138318626648,6.311626652849959,0.401765333649542,57.32276637253295,93.68837334715003,6.696088894159033,53.04444522140591
194,206267,174186,32081,4000,15.553142286453964,1.939234099492405,0.1841766846933737,31.106284572907928,98.0607659005076,3.069611411556229,42.78162702278232
195,241660,197706,43954,93610,18.18836381693288,38.73624099975172,0.2223200105206721,36.37672763386576,61.26375900024828,3.705333508677868,34.04141880622415
196,291492,220287,71205,38304,24.427771602651188,13.140669383722368,0.3232374130112081,48.855543205302375,86.85933061627763,5.387290216853469,47.21620353206028
197,282855,182591,100264,82986,35.44713722578706,29.338707111417516,0.5491179740512949,70.89427445157412,70.6612928885825,9.151966234188247,52.30168751746087
198,260715,125050,135665,108940,52.035747847266165,41.785090999750686,1.0848860455817673,100.0,58.214909000249314,18.08143409302945,62.88890292798363
199,257099,141333,115766,3373,45.02779085099514,1.3119459818980237,0.8191009884457274,90.05558170199028,98.68805401810198,13.651683140762124,69.72415382845534
200,183233,100643,82590,93008,45.07375854785983,50.75941560745062,0.820623391592063,90.14751709571964,49.24058439254938,13.677056526534384,54.934299114012994
